                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.45321,                0.31012,                0.84229,                0.99653,                      1,                  0.995,                0.86529,                0.55792,                0.32364,                0.94931,              0.0013743,              0.0013743,              0.0013743
                    160,                0.52076,                0.34541,                0.88621,                0.99649,                      1,                  0.995,                0.84696,                0.63158,                 0.3343,                0.96416,              0.0013704,              0.0013704,              0.0013704
                    161,                0.49389,                0.33688,                 0.8865,                0.99634,                      1,                  0.995,                0.83548,                 0.6541,                0.33713,                0.97271,              0.0013664,              0.0013664,              0.0013664
                    162,                0.47003,                0.34372,                0.89904,                0.99625,                      1,                  0.995,                0.85267,                0.65979,                0.35906,                0.98193,              0.0013624,              0.0013624,              0.0013624
                    163,                0.52116,                0.35396,                0.89538,                0.99627,                      1,                  0.995,                0.84793,                0.60351,                0.33728,                0.96695,              0.0013585,              0.0013585,              0.0013585
                    164,                0.50287,                0.33631,                0.88326,                0.99637,                      1,                  0.995,                0.85916,                0.51506,                0.31699,                0.93145,              0.0013545,              0.0013545,              0.0013545
                    165,                0.48259,                0.34024,                0.89382,                0.99638,                      1,                  0.995,                0.86845,                0.50809,                0.32282,                0.92821,              0.0013506,              0.0013506,              0.0013506
                    166,                 0.4924,                0.34065,                0.91144,                0.99623,                      1,                  0.995,                0.87769,                0.50609,                0.30341,                0.92589,              0.0013466,              0.0013466,              0.0013466
                    167,                0.50558,                0.33346,                0.89656,                0.99493,                      1,                  0.995,                0.88068,                0.50333,                0.32047,                0.92148,              0.0013426,              0.0013426,              0.0013426
                    168,                0.53199,                0.33652,                 0.8954,                0.99613,                      1,                  0.995,                0.87191,                0.53443,                0.32622,                0.94679,              0.0013387,              0.0013387,              0.0013387
                    169,                0.50981,                0.33944,                0.89354,                0.99647,                      1,                  0.995,                0.85883,                0.55709,                0.32162,                0.96884,              0.0013347,              0.0013347,              0.0013347
                    170,                0.46028,                0.32604,                0.87234,                0.99651,                      1,                  0.995,                 0.8688,                0.55597,                0.31609,                0.97896,              0.0013308,              0.0013308,              0.0013308
                    171,                0.45964,                 0.3188,                0.88779,                0.99645,                      1,                  0.995,                0.86815,                0.56825,                0.31463,                0.98364,              0.0013268,              0.0013268,              0.0013268
                    172,                0.46722,                0.31911,                0.87774,                0.99648,                      1,                  0.995,                0.86413,                0.60892,                0.32928,                 1.0044,              0.0013228,              0.0013228,              0.0013228
                    173,                0.50842,                0.33231,                 0.8985,                0.99598,                      1,                  0.995,                0.87475,                0.57004,                  0.332,                0.98225,              0.0013189,              0.0013189,              0.0013189
                    174,                0.46069,                0.34309,                0.85733,                0.99568,                      1,                  0.995,                0.89799,                0.53133,                0.32155,                0.95904,              0.0013149,              0.0013149,              0.0013149
                    175,                0.52103,                0.34008,                 0.8882,                0.99563,                      1,                  0.995,                0.87356,                0.55125,                0.31939,                0.96557,               0.001311,               0.001311,               0.001311
                    176,                0.45705,                0.30341,                0.86105,                0.99555,                      1,                  0.995,                0.85414,                0.55644,                0.34732,                0.96669,               0.001307,               0.001307,               0.001307
                    177,                0.43085,                0.31976,                0.88519,                 0.9958,                      1,                  0.995,                0.85337,                0.54191,                0.33429,                0.96217,               0.001303,               0.001303,               0.001303
                    178,                0.43717,                0.31564,                0.88545,                0.99627,                      1,                  0.995,                0.86237,                0.54149,                0.31547,                0.96293,              0.0012991,              0.0012991,              0.0012991
                    179,                0.45922,                0.33387,                 0.8735,                 0.9964,                      1,                  0.995,                0.86431,                0.55669,                0.32119,                0.96449,              0.0012951,              0.0012951,              0.0012951
                    180,                0.46366,                0.35113,                0.87588,                0.99631,                      1,                  0.995,                0.87578,                0.56929,                0.32723,                0.96887,              0.0012912,              0.0012912,              0.0012912
                    181,                0.47117,                0.33903,                0.89651,                0.98269,                      1,                  0.995,                0.89995,                0.56133,                0.35473,                  0.966,              0.0012872,              0.0012872,              0.0012872
                    182,                0.46413,                0.34301,                0.86418,                0.93683,                      1,                  0.995,                0.89651,                0.56373,                0.36098,                0.97445,              0.0012832,              0.0012832,              0.0012832
                    183,                0.43786,                0.32578,                0.87277,                0.99594,                      1,                  0.995,                0.88684,                0.55555,                0.35254,                0.98989,              0.0012793,              0.0012793,              0.0012793
                    184,                0.40759,                 0.3087,                0.81816,                0.99656,                      1,                  0.995,                0.86831,                 0.5823,                0.34252,                 1.0082,              0.0012753,              0.0012753,              0.0012753
                    185,                0.48171,                0.36036,                 0.8854,                0.99636,                      1,                  0.995,                0.85829,                0.62093,                0.33479,                 1.0094,              0.0012714,              0.0012714,              0.0012714
                    186,                0.45352,                0.35815,                0.87164,                0.99625,                      1,                  0.995,                0.83951,                0.62597,                0.32455,                 1.0026,              0.0012674,              0.0012674,              0.0012674
                    187,                0.42966,                0.32787,                0.85294,                0.99625,                      1,                  0.995,                0.84928,                0.59218,                0.29715,                0.98837,              0.0012634,              0.0012634,              0.0012634
                    188,                0.50834,                0.34944,                0.91568,                 0.9964,                      1,                  0.995,                0.85737,                0.57691,                0.30329,                0.99825,              0.0012595,              0.0012595,              0.0012595
                    189,                 0.4819,                0.34919,                0.89585,                0.99633,                      1,                  0.995,                0.84186,                0.56646,                0.31496,                 1.0013,              0.0012555,              0.0012555,              0.0012555
                    190,                 0.4439,                0.31276,                0.85372,                0.99628,                      1,                  0.995,                0.85423,                0.60597,                0.30507,                 1.0121,              0.0012516,              0.0012516,              0.0012516
                    191,                0.48089,                   0.33,                0.88427,                 0.9961,                      1,                  0.995,                0.85801,                0.61331,                0.31132,                 1.0127,              0.0012476,              0.0012476,              0.0012476
                    192,                0.44485,                0.30591,                0.83823,                0.99613,                      1,                  0.995,                 0.8384,                0.61733,                0.32847,                 1.0008,              0.0012436,              0.0012436,              0.0012436
                    193,                0.42415,                0.29922,                0.85916,                0.99623,                      1,                  0.995,                0.84868,                0.61804,                0.30455,                0.99021,              0.0012397,              0.0012397,              0.0012397
                    194,                0.49037,                0.35564,                 0.8945,                0.99592,                      1,                  0.995,                0.84855,                0.62187,                0.30316,                0.98504,              0.0012357,              0.0012357,              0.0012357
                    195,                0.45056,                0.32603,                0.88184,                0.99603,                      1,                  0.995,                0.88047,                0.59234,                0.28444,                0.98059,              0.0012318,              0.0012318,              0.0012318
                    196,                0.40106,                0.29325,                 0.8483,                 0.9956,                      1,                  0.995,                0.88828,                0.56438,                0.27336,                0.98197,              0.0012278,              0.0012278,              0.0012278
                    197,                0.41621,                0.31196,                0.84326,                0.99591,                      1,                  0.995,                0.89614,                0.56793,                0.27923,                0.97692,              0.0012238,              0.0012238,              0.0012238
                    198,                0.40426,                0.31282,                0.86903,                0.99639,                      1,                  0.995,                0.88465,                0.56263,                0.28052,                0.97403,              0.0012199,              0.0012199,              0.0012199
                    199,                0.44618,                0.34498,                0.90537,                0.99647,                      1,                  0.995,                0.88751,                0.55077,                0.28403,                0.97143,              0.0012159,              0.0012159,              0.0012159
                    200,                0.43971,                0.30624,                0.87105,                0.99648,                      1,                  0.995,                0.88698,                0.55904,                0.27873,                0.96399,               0.001212,               0.001212,               0.001212
                    201,                 0.4211,                0.32517,                0.86931,                0.99648,                      1,                  0.995,                0.90098,                0.55075,                0.28646,                0.96178,               0.001208,               0.001208,               0.001208
                    202,                0.41473,                0.30134,                0.85483,                0.99641,                      1,                  0.995,                 0.9053,                0.55034,                0.29538,                0.96743,               0.001204,               0.001204,               0.001204
                    203,                0.45574,                0.31333,                 0.8613,                0.99645,                      1,                  0.995,                0.88306,                0.58998,                0.31561,                0.98513,              0.0012001,              0.0012001,              0.0012001
                    204,                0.46689,                0.32885,                0.87294,                0.99643,                      1,                  0.995,                0.88237,                0.60458,                0.30977,                0.98583,              0.0011961,              0.0011961,              0.0011961
                    205,                0.41884,                0.30959,                0.84245,                0.99645,                      1,                  0.995,                0.86854,                0.59255,                0.31243,                0.98278,              0.0011922,              0.0011922,              0.0011922
                    206,                0.41034,                0.29794,                0.86574,                0.99646,                      1,                  0.995,                0.86115,                0.56718,                0.28643,                0.98154,              0.0011882,              0.0011882,              0.0011882
                    207,                0.47332,                 0.3219,                0.89191,                0.99654,                      1,                  0.995,                0.89933,                0.56175,                0.28697,                0.98878,              0.0011842,              0.0011842,              0.0011842
                    208,                0.40083,                0.29892,                0.84792,                 0.9965,                      1,                  0.995,                0.87635,                0.56654,                0.28596,                0.99408,              0.0011803,              0.0011803,              0.0011803
                    209,                0.42966,                0.31744,                0.86775,                0.99648,                      1,                  0.995,                0.86602,                0.59292,                0.30326,                 1.0016,              0.0011763,              0.0011763,              0.0011763
                    210,                0.42389,                0.31046,                0.85281,                0.99652,                      1,                  0.995,                0.88386,                0.57249,                0.28363,                 0.9829,              0.0011724,              0.0011724,              0.0011724
                    211,                0.43099,                0.30084,                0.87206,                 0.9965,                      1,                  0.995,                0.88278,                0.57471,                0.29256,                0.97335,              0.0011684,              0.0011684,              0.0011684
                    212,                0.40645,                0.28544,                0.88293,                0.99646,                      1,                  0.995,                0.86962,                0.58235,                0.30805,                0.96719,              0.0011644,              0.0011644,              0.0011644
                    213,                0.46937,                0.31907,                0.86475,                0.99643,                      1,                  0.995,                0.86048,                0.60052,                0.32623,                0.97046,              0.0011605,              0.0011605,              0.0011605
                    214,                0.49378,                0.34601,                0.89087,                0.99616,                      1,                  0.995,                0.85616,                0.62697,                  0.335,                0.98302,              0.0011565,              0.0011565,              0.0011565
                    215,                0.42517,                0.31676,                0.85559,                0.99621,                      1,                  0.995,                0.86152,                0.60779,                0.32888,                0.97472,              0.0011526,              0.0011526,              0.0011526
                    216,                0.48141,                0.34154,                0.87824,                 0.9964,                      1,                  0.995,                0.85238,                0.57481,                0.29818,                0.96364,              0.0011486,              0.0011486,              0.0011486
                    217,                0.41354,                0.31842,                0.86547,                 0.9965,                      1,                  0.995,                0.84986,                0.57324,                 0.2707,                0.95627,              0.0011446,              0.0011446,              0.0011446
                    218,                0.48536,                0.34466,                0.90276,                0.99655,                      1,                  0.995,                0.85983,                0.57515,                0.26201,                 0.9476,              0.0011407,              0.0011407,              0.0011407
                    219,                0.43149,                0.31939,                0.86776,                0.99649,                      1,                  0.995,                0.87465,                0.55497,                 0.2559,                0.94788,              0.0011367,              0.0011367,              0.0011367
                    220,                0.47186,                 0.3287,                0.86459,                0.99651,                      1,                  0.995,                 0.8627,                0.54667,                0.25703,                 0.9495,              0.0011328,              0.0011328,              0.0011328
                    221,                0.42032,                0.30626,                0.86019,                0.99651,                      1,                  0.995,                0.90971,                0.52256,                0.26701,                0.94077,              0.0011288,              0.0011288,              0.0011288
                    222,                0.43213,                0.31526,                0.86581,                 0.9965,                      1,                  0.995,                 0.8964,                0.55226,                0.28866,                0.94519,              0.0011248,              0.0011248,              0.0011248
                    223,                0.38528,                0.27891,                 0.8605,                0.99649,                      1,                  0.995,                0.89201,                0.56629,                0.29183,                0.95011,              0.0011209,              0.0011209,              0.0011209
                    224,                0.37773,                0.30175,                0.86285,                0.99643,                      1,                  0.995,                0.89213,                0.50524,                0.27335,                0.94736,              0.0011169,              0.0011169,              0.0011169
                    225,                0.41801,                0.30854,                0.88114,                0.99651,                      1,                  0.995,                0.90122,                0.48195,                0.28134,                0.94411,               0.001113,               0.001113,               0.001113
                    226,                 0.4085,                0.29098,                0.85079,                0.99656,                      1,                  0.995,                0.88948,                0.48947,                0.27884,                 0.9431,               0.001109,               0.001109,               0.001109
                    227,                0.44961,                0.30586,                 0.8786,                0.99655,                      1,                  0.995,                0.89866,                 0.4901,                0.28735,                0.94192,               0.001105,               0.001105,               0.001105
                    228,                0.39881,                0.30961,                0.85197,                0.99649,                      1,                  0.995,                0.90198,                0.53463,                0.29847,                0.95324,              0.0011011,              0.0011011,              0.0011011
                    229,                0.36932,                  0.273,                 0.8414,                0.99639,                      1,                  0.995,                0.88205,                0.55821,                0.31781,                0.95988,              0.0010971,              0.0010971,              0.0010971
                    230,                0.40911,                0.29715,                0.86423,                0.99643,                      1,                  0.995,                0.85022,                  0.545,                0.32453,                0.95777,              0.0010932,              0.0010932,              0.0010932
                    231,                 0.4201,                0.31545,                0.85772,                0.99649,                      1,                  0.995,                0.87419,                0.51484,                0.31347,                0.95383,              0.0010892,              0.0010892,              0.0010892
                    232,                0.41246,                0.32104,                0.84255,                0.99646,                      1,                  0.995,                 0.8671,                0.52273,                0.29364,                0.95047,              0.0010852,              0.0010852,              0.0010852
                    233,                0.36846,                0.28521,                0.80723,                0.99639,                      1,                  0.995,                0.85855,                0.53475,                0.27653,                0.95845,              0.0010813,              0.0010813,              0.0010813
                    234,                0.38397,                0.28283,                0.82383,                0.99649,                      1,                  0.995,                0.86177,                0.54919,                0.27753,                0.96037,              0.0010773,              0.0010773,              0.0010773
                    235,                 0.4035,                0.29657,                0.84372,                0.99657,                      1,                  0.995,                0.85949,                0.56439,                0.30615,                 0.9666,              0.0010734,              0.0010734,              0.0010734
                    236,                 0.3558,                0.26859,                0.84357,                0.99656,                      1,                  0.995,                0.87589,                0.55734,                0.28142,                0.97106,              0.0010694,              0.0010694,              0.0010694
                    237,                0.34721,                0.27315,                0.83577,                0.99657,                      1,                  0.995,                0.87008,                0.54884,                 0.2646,                0.96957,              0.0010654,              0.0010654,              0.0010654
                    238,                0.38067,                0.29493,                0.81831,                0.99659,                      1,                  0.995,                0.87495,                0.52027,                0.26617,                0.96601,              0.0010615,              0.0010615,              0.0010615
                    239,                0.39785,                0.28295,                0.86584,                0.99651,                      1,                  0.995,                 0.8678,                0.50712,                0.27646,                0.98256,              0.0010575,              0.0010575,              0.0010575
                    240,                0.38105,                0.28317,                0.84549,                0.99655,                      1,                  0.995,                0.87569,                0.51537,                0.27462,                0.99864,              0.0010536,              0.0010536,              0.0010536
                    241,                0.44691,                0.30836,                0.89906,                      1,                      1,                  0.995,                0.86809,                0.53105,                0.31051,                0.99239,              0.0010496,              0.0010496,              0.0010496
                    242,                0.35533,                0.29105,                0.85072,                0.99654,                      1,                  0.995,                0.85676,                0.55655,                0.29781,                0.97929,              0.0010456,              0.0010456,              0.0010456
                    243,                0.43065,                0.29378,                 0.8666,                0.99655,                      1,                  0.995,                0.86861,                0.56998,                0.28961,                0.97108,              0.0010417,              0.0010417,              0.0010417
                    244,                0.43856,                0.31043,                0.92333,                0.99656,                      1,                  0.995,                0.86696,                0.55487,                0.27065,                 0.9635,              0.0010377,              0.0010377,              0.0010377
                    245,                0.34829,                0.25612,                0.82203,                0.99651,                      1,                  0.995,                0.84889,                0.60249,                0.28142,                0.98786,              0.0010338,              0.0010338,              0.0010338
                    246,                0.42872,                0.29837,                 0.8783,                0.99655,                      1,                  0.995,                0.86174,                0.61931,                0.28368,                 1.0058,              0.0010298,              0.0010298,              0.0010298
                    247,                0.37815,                0.27689,                0.84219,                0.99653,                      1,                  0.995,                0.87488,                0.57039,                0.28621,                 0.9865,              0.0010258,              0.0010258,              0.0010258
                    248,                0.36243,                0.28647,                0.85709,                0.99648,                      1,                  0.995,                0.88245,                0.52216,                0.27407,                0.95462,              0.0010219,              0.0010219,              0.0010219
                    249,                0.38995,                0.27454,                 0.8342,                0.99652,                      1,                  0.995,                0.90218,                0.52476,                0.28044,                0.94607,              0.0010179,              0.0010179,              0.0010179
                    250,                0.40202,                0.28562,                0.88145,                0.99647,                      1,                  0.995,                0.89403,                0.52335,                0.25387,                0.95033,               0.001014,               0.001014,               0.001014
                    251,                0.34053,                0.26695,                0.83501,                0.99647,                      1,                  0.995,                 0.8732,                0.53024,                0.25787,                 0.9706,                0.00101,                0.00101,                0.00101
                    252,                0.38941,                0.26828,                0.85574,                0.99645,                      1,                  0.995,                0.87048,                0.54372,                0.28475,                0.98382,               0.001006,               0.001006,               0.001006
                    253,                0.39227,                 0.2955,                 0.8488,                0.99644,                      1,                  0.995,                0.88697,                0.55566,                0.28636,                0.98523,              0.0010021,              0.0010021,              0.0010021
                    254,                0.39994,                0.28298,                0.85193,                0.99644,                      1,                  0.995,                0.88227,                0.55005,                0.27652,                0.97176,             0.00099812,             0.00099812,             0.00099812
                    255,                0.36192,                0.28922,                0.81914,                0.99652,                      1,                  0.995,                0.88653,                0.54677,                0.27891,                0.96092,             0.00099416,             0.00099416,             0.00099416
                    256,                0.39519,                0.28243,                0.83386,                0.99651,                      1,                  0.995,                 0.8956,                0.53822,                0.28242,                0.94952,              0.0009902,              0.0009902,              0.0009902
                    257,                0.37208,                0.26896,                0.87537,                0.99652,                      1,                  0.995,                0.90073,                0.52432,                0.27736,                0.94127,             0.00098624,             0.00098624,             0.00098624
                    258,                  0.368,                0.27666,                0.84876,                0.99653,                      1,                  0.995,                 0.8739,                0.52548,                0.27785,                0.94052,             0.00098228,             0.00098228,             0.00098228
                    259,                0.39939,                0.27385,                 0.8404,                0.99651,                      1,                  0.995,                0.87402,                 0.5217,                0.27293,                0.94416,             0.00097832,             0.00097832,             0.00097832
                    260,                0.43568,                0.30041,                0.87821,                0.99647,                      1,                  0.995,                0.88254,                0.51968,                0.26795,                0.94586,             0.00097436,             0.00097436,             0.00097436
                    261,                0.40601,                0.28581,                0.85371,                0.99613,                      1,                  0.995,                 0.8936,                 0.5097,                0.26912,                0.94645,              0.0009704,              0.0009704,              0.0009704
                    262,                0.35306,                0.27455,                0.85021,                0.99565,                      1,                  0.995,                 0.8931,                0.50046,                0.25435,                0.94207,             0.00096644,             0.00096644,             0.00096644
                    263,                0.38014,                0.26657,                0.85192,                0.99532,                      1,                  0.995,                 0.8879,                 0.4907,                0.25611,                0.94191,             0.00096248,             0.00096248,             0.00096248
                    264,                0.38091,                0.27903,                0.86241,                0.99539,                      1,                  0.995,                0.88334,                 0.4993,                0.25492,                0.94835,             0.00095852,             0.00095852,             0.00095852
                    265,                0.36341,                0.28932,                0.84803,                0.99549,                      1,                  0.995,                0.89337,                0.48989,                0.26105,                0.94192,             0.00095456,             0.00095456,             0.00095456
                    266,                0.38847,                0.27051,                0.86493,                0.99572,                      1,                  0.995,                 0.8949,                0.48271,                0.25593,                0.93376,              0.0009506,              0.0009506,              0.0009506
                    267,                0.39868,                 0.2773,                0.87619,                0.99609,                      1,                  0.995,                0.90088,                0.47606,                0.24345,                0.93373,             0.00094664,             0.00094664,             0.00094664
                    268,                0.40545,                0.29507,                0.84784,                0.99638,                      1,                  0.995,                0.88939,                0.49019,                0.24835,                0.95122,             0.00094268,             0.00094268,             0.00094268
                    269,                0.36065,                0.26849,                0.82089,                0.99639,                      1,                  0.995,                0.88715,                0.52379,                0.25059,                0.96528,             0.00093872,             0.00093872,             0.00093872
                    270,                0.35458,                0.27498,                0.83244,                 0.9965,                      1,                  0.995,                 0.8855,                0.54083,                0.25571,                0.97071,             0.00093476,             0.00093476,             0.00093476
                    271,                0.36924,                0.26932,                0.83988,                0.99658,                      1,                  0.995,                0.86155,                0.56435,                0.27244,                 0.9725,              0.0009308,              0.0009308,              0.0009308
                    272,                0.33998,                 0.2541,                0.81484,                0.99637,                      1,                  0.995,                 0.8642,                  0.582,                0.29505,                0.98063,             0.00092684,             0.00092684,             0.00092684
                    273,                0.39649,                0.30056,                0.85734,                0.99603,                      1,                  0.995,                0.86259,                0.58814,                0.31183,                0.98927,             0.00092288,             0.00092288,             0.00092288
                    274,                0.36731,                0.28216,                0.86976,                0.99614,                      1,                  0.995,                0.86776,                0.56801,                0.29902,                0.99183,             0.00091892,             0.00091892,             0.00091892
                    275,                0.32887,                0.26194,                0.81591,                0.99646,                      1,                  0.995,                0.87374,                0.54191,                0.28341,                0.98642,             0.00091496,             0.00091496,             0.00091496
                    276,                0.32613,                0.26875,                0.84193,                0.99657,                      1,                  0.995,                 0.8887,                0.52081,                0.28417,                0.97693,               0.000911,               0.000911,               0.000911
                    277,                0.36549,                0.28991,                0.85281,                0.99659,                      1,                  0.995,                0.89332,                0.51698,                0.28357,                 0.9757,             0.00090704,             0.00090704,             0.00090704
                    278,                0.36274,                0.27633,                0.83211,                0.99661,                      1,                  0.995,                0.89887,                 0.5209,                0.28628,                0.97812,             0.00090308,             0.00090308,             0.00090308
                    279,                0.38028,                0.27445,                0.83976,                0.99661,                      1,                  0.995,                0.87755,                0.53721,                0.27679,                0.99097,             0.00089912,             0.00089912,             0.00089912
                    280,                0.37474,                0.26601,                0.83538,                0.99658,                      1,                  0.995,                0.87653,                 0.5469,                0.27737,                0.98802,             0.00089516,             0.00089516,             0.00089516
                    281,                0.33793,                0.25785,                0.83922,                0.99649,                      1,                  0.995,                0.87891,                 0.5289,                 0.2775,                0.97335,              0.0008912,              0.0008912,              0.0008912
                    282,                0.33258,                 0.2605,                0.84221,                0.99653,                      1,                  0.995,                0.88447,                0.51532,                0.26316,                0.96002,             0.00088724,             0.00088724,             0.00088724
                    283,                0.33164,                0.26072,                0.82113,                0.99656,                      1,                  0.995,                0.90316,                0.49718,                0.26105,                0.94937,             0.00088328,             0.00088328,             0.00088328
                    284,                0.35495,                0.25536,                0.84513,                0.99658,                      1,                  0.995,                0.91292,                0.48321,                0.26633,                0.93669,             0.00087932,             0.00087932,             0.00087932
                    285,                0.34711,                0.25098,                0.83927,                0.99655,                      1,                  0.995,                0.92997,                0.48282,                 0.2694,                0.94101,             0.00087536,             0.00087536,             0.00087536
                    286,                0.37812,                  0.269,                 0.8613,                0.99658,                      1,                  0.995,                0.91574,                0.48089,                0.26318,                0.94759,              0.0008714,              0.0008714,              0.0008714
                    287,                 0.3668,                0.26116,                0.85358,                      1,                      1,                  0.995,                0.90847,                0.48154,                0.27116,                0.93301,             0.00086744,             0.00086744,             0.00086744
                    288,                0.34277,                0.24643,                0.80118,                      1,                      1,                  0.995,                 0.9163,                0.51634,                 0.2905,                0.93312,             0.00086348,             0.00086348,             0.00086348
                    289,                0.34531,                0.26273,                0.85505,                      1,                      1,                  0.995,                0.89469,                  0.542,                0.30672,                0.93991,             0.00085952,             0.00085952,             0.00085952
                    290,                0.37378,                0.26915,                0.81691,                      1,                      1,                  0.995,                0.90923,                0.53083,                0.30256,                0.93833,             0.00085556,             0.00085556,             0.00085556
                    291,                0.35851,                0.25669,                0.83346,                      1,                      1,                  0.995,                0.90284,                0.50251,                0.29498,                0.94562,              0.0008516,              0.0008516,              0.0008516
                    292,                0.34286,                0.27236,                0.81956,                      1,                      1,                  0.995,                0.92508,                 0.5157,                0.29513,                0.96588,             0.00084764,             0.00084764,             0.00084764
                    293,                0.36486,                0.27075,                0.85049,                      1,                      1,                  0.995,                0.90264,                0.51247,                0.27891,                0.97358,             0.00084368,             0.00084368,             0.00084368
                    294,                0.38219,                  0.268,                0.83689,                      1,                      1,                  0.995,                0.89196,                0.51261,                0.27421,                0.96461,             0.00083972,             0.00083972,             0.00083972
                    295,                0.39711,                0.27991,                0.90198,                      1,                      1,                  0.995,                0.91085,                 0.5289,                0.27444,                0.96402,             0.00083576,             0.00083576,             0.00083576
                    296,                0.39148,                0.26484,                0.82851,                      1,                      1,                  0.995,                0.91235,                0.53241,                0.25887,                0.96228,              0.0008318,              0.0008318,              0.0008318
                    297,                0.38494,                0.26967,                 0.8381,                0.99657,                      1,                  0.995,                0.89874,                0.50682,                0.25077,                0.95533,             0.00082784,             0.00082784,             0.00082784
                    298,                0.36527,                0.27577,                0.84371,                      1,                      1,                  0.995,                0.90548,                0.48589,                 0.2579,                0.95111,             0.00082388,             0.00082388,             0.00082388
                    299,                0.35238,                0.27138,                0.84784,                      1,                      1,                  0.995,                0.90601,                0.48847,                0.25449,                0.95342,             0.00081992,             0.00081992,             0.00081992
                    300,                0.36871,                0.27239,                0.86423,                      1,                      1,                  0.995,                0.93202,                 0.4861,                0.25446,                0.95119,             0.00081596,             0.00081596,             0.00081596
                    301,                0.39868,                0.28691,                0.83806,                0.99661,                      1,                  0.995,                 0.9285,                0.47407,                0.26545,                0.94122,               0.000812,               0.000812,               0.000812
                    302,                0.36297,                 0.2739,                0.84838,                0.99658,                      1,                  0.995,                0.90389,                0.50065,                0.28329,                0.93528,             0.00080804,             0.00080804,             0.00080804
                    303,                0.32668,                0.24451,                0.84348,                0.99657,                      1,                  0.995,                0.90238,                0.52904,                0.27225,                0.93389,             0.00080408,             0.00080408,             0.00080408
                    304,                0.38053,                0.30023,                0.84445,                0.99654,                      1,                  0.995,                0.90608,                0.53151,                0.27953,                 0.9357,             0.00080012,             0.00080012,             0.00080012
                    305,                0.38099,                0.28138,                0.84769,                      1,                      1,                  0.995,                0.90591,                0.51694,                0.26704,                0.94135,             0.00079616,             0.00079616,             0.00079616
                    306,                 0.3361,                0.25295,                 0.8126,                      1,                      1,                  0.995,                0.91116,                0.50215,                0.26463,                0.94638,              0.0007922,              0.0007922,              0.0007922
                    307,                0.35428,                0.26928,                0.84467,                0.99656,                      1,                  0.995,                0.91495,                0.50279,                0.26496,                0.94934,             0.00078824,             0.00078824,             0.00078824
                    308,                0.37704,                0.26759,                0.87153,                0.99659,                      1,                  0.995,                0.91678,                0.47562,                0.25589,                0.94381,             0.00078428,             0.00078428,             0.00078428
                    309,                0.39702,                0.28456,                0.86216,                0.99658,                      1,                  0.995,                0.91485,                0.46609,                0.24335,                0.93761,             0.00078032,             0.00078032,             0.00078032
                    310,                0.37302,                0.26527,                0.85674,                0.99658,                      1,                  0.995,                0.89591,                0.50234,                0.25471,                0.93519,             0.00077636,             0.00077636,             0.00077636
                    311,                 0.3881,                0.27725,                0.86537,                0.99652,                      1,                  0.995,                0.89488,                0.53466,                0.25065,                0.94072,              0.0007724,              0.0007724,              0.0007724
                    312,                0.36653,                 0.2586,                0.81548,                0.99655,                      1,                  0.995,                0.90993,                 0.5399,                0.25378,                0.94239,             0.00076844,             0.00076844,             0.00076844
                    313,                0.33737,                0.25537,                0.83892,                0.99652,                      1,                  0.995,                0.90346,                 0.5112,                0.24629,                0.94044,             0.00076448,             0.00076448,             0.00076448
                    314,                0.32946,                0.25355,                0.84879,                0.99656,                      1,                  0.995,                0.90696,                 0.5039,                0.24692,                0.94185,             0.00076052,             0.00076052,             0.00076052
                    315,                0.31706,                0.24101,                0.83398,                0.99663,                      1,                  0.995,                0.89971,                 0.5069,                0.25704,                0.94483,             0.00075656,             0.00075656,             0.00075656
                    316,                0.35635,                0.25496,                0.85245,                0.99662,                      1,                  0.995,                0.90385,                 0.5241,                0.26513,                0.94365,              0.0007526,              0.0007526,              0.0007526
                    317,                0.35792,                0.25002,                0.83005,                0.99656,                      1,                  0.995,                0.89894,                 0.5401,                0.26379,                 0.9399,             0.00074864,             0.00074864,             0.00074864
                    318,                0.31357,                0.24798,                0.83167,                 0.9965,                      1,                  0.995,                0.88866,                0.57373,                0.27913,                0.94332,             0.00074468,             0.00074468,             0.00074468
                    319,                0.37252,                0.26336,                0.85704,                0.99653,                      1,                  0.995,                 0.8939,                0.56619,                 0.2774,                0.93998,             0.00074072,             0.00074072,             0.00074072
                    320,                0.37261,                0.26442,                0.87697,                0.99646,                      1,                  0.995,                0.89492,                0.54649,                0.26387,                0.93536,             0.00073676,             0.00073676,             0.00073676
                    321,                0.33685,                0.26793,                0.84093,                0.99646,                      1,                  0.995,                0.92307,                0.52007,                0.24867,                0.93442,              0.0007328,              0.0007328,              0.0007328
                    322,                0.33647,                 0.2626,                0.86375,                0.99647,                      1,                  0.995,                0.92212,                0.51445,                0.23904,                0.93736,             0.00072884,             0.00072884,             0.00072884
                    323,                0.32621,                0.23977,                0.88052,                0.99655,                      1,                  0.995,                0.90216,                0.51448,                0.24695,                0.93786,             0.00072488,             0.00072488,             0.00072488
                    324,                 0.3121,                0.23178,                0.83706,                0.99663,                      1,                  0.995,                0.91643,                0.51172,                0.25719,                0.94054,             0.00072092,             0.00072092,             0.00072092
