                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.45858,                0.31693,                0.86377,                      1,                      1,                  0.995,                0.90895,                0.56233,                0.28662,                0.92653,              0.0013783,              0.0013783,              0.0013783
                    159,                0.42342,                0.28062,                0.82219,                      1,                      1,                  0.995,                0.90463,                0.56531,                0.26924,                0.92324,              0.0013743,              0.0013743,              0.0013743
                    160,                0.43727,                0.31251,                0.85609,                      1,                      1,                  0.995,                0.91336,                0.54649,                0.27177,                0.92095,              0.0013704,              0.0013704,              0.0013704
                    161,                0.43527,                0.30437,                0.86329,                      1,                      1,                  0.995,                 0.8953,                0.53722,                0.26436,                0.91746,              0.0013664,              0.0013664,              0.0013664
                    162,                0.50136,                0.35309,                0.89934,                0.99647,                      1,                  0.995,                0.88622,                0.55666,                0.27715,                0.92355,              0.0013624,              0.0013624,              0.0013624
                    163,                0.47887,                0.31569,                0.88058,                0.99642,                      1,                  0.995,                0.88891,                0.50895,                0.24715,                0.92137,              0.0013585,              0.0013585,              0.0013585
                    164,                0.46942,                0.31739,                 0.8589,                 0.9964,                      1,                  0.995,                0.89501,                 0.4821,                 0.2369,                0.91979,              0.0013545,              0.0013545,              0.0013545
                    165,                0.45357,                0.33643,                0.88124,                0.99641,                      1,                  0.995,                0.92698,                0.48525,                 0.2402,                0.92679,              0.0013506,              0.0013506,              0.0013506
                    166,                0.46016,                0.30806,                0.87884,                0.99647,                      1,                  0.995,                0.88635,                 0.5072,                0.25156,                0.93624,              0.0013466,              0.0013466,              0.0013466
                    167,                0.43738,                0.32002,                0.86339,                 0.9964,                      1,                  0.995,                 0.8922,                0.54889,                0.27462,                0.94714,              0.0013426,              0.0013426,              0.0013426
                    168,                0.44485,                0.31324,                0.84161,                0.99639,                      1,                  0.995,                0.89066,                0.55912,                0.28286,                0.94626,              0.0013387,              0.0013387,              0.0013387
                    169,                 0.4714,                0.32817,                0.86696,                0.99641,                      1,                  0.995,                0.88575,                0.53685,                   0.27,                 0.9356,              0.0013347,              0.0013347,              0.0013347
                    170,                0.43278,                0.29827,                0.85546,                0.99644,                      1,                  0.995,                0.88314,                0.53835,                0.25378,                0.93014,              0.0013308,              0.0013308,              0.0013308
                    171,                0.40541,                0.29412,                0.85777,                0.99642,                      1,                  0.995,                0.88961,                0.52434,                0.25433,                0.92475,              0.0013268,              0.0013268,              0.0013268
                    172,                0.44574,                0.30739,                0.85865,                0.99648,                      1,                  0.995,                0.89217,                0.50012,                0.25826,                0.92356,              0.0013228,              0.0013228,              0.0013228
                    173,                0.42102,                0.31264,                 0.8678,                0.99645,                      1,                  0.995,                0.87952,                0.50233,                0.25434,                0.92595,              0.0013189,              0.0013189,              0.0013189
                    174,                0.40291,                0.29904,                0.83686,                0.99649,                      1,                  0.995,                0.89085,                0.48664,                0.25008,                0.91943,              0.0013149,              0.0013149,              0.0013149
                    175,                0.41829,                0.31051,                 0.8455,                0.99648,                      1,                  0.995,                0.88902,                0.47883,                0.25632,                0.91623,               0.001311,               0.001311,               0.001311
                    176,                0.37897,                0.28756,                0.82758,                0.99656,                      1,                  0.995,                0.88996,                0.49919,                0.25416,                0.92269,               0.001307,               0.001307,               0.001307
                    177,                0.44177,                0.31631,                0.86135,                0.99662,                      1,                  0.995,                0.89121,                0.50479,                0.25608,                0.93174,               0.001303,               0.001303,               0.001303
                    178,                0.39176,                0.29396,                0.87448,                 0.9966,                      1,                  0.995,                0.88001,                0.52373,                 0.2539,                0.93296,              0.0012991,              0.0012991,              0.0012991
                    179,                0.40449,                 0.3041,                0.85527,                0.99663,                      1,                  0.995,                0.88426,                0.51721,                0.25487,                0.92905,              0.0012951,              0.0012951,              0.0012951
                    180,                0.43057,                0.34076,                0.85022,                0.99658,                      1,                  0.995,                0.89299,                0.51489,                0.26065,                0.92224,              0.0012912,              0.0012912,              0.0012912
                    181,                0.42066,                0.31623,                0.84909,                0.99646,                      1,                  0.995,                0.88593,                0.52067,                0.25927,                   0.92,              0.0012872,              0.0012872,              0.0012872
                    182,                0.43198,                0.31825,                0.85353,                0.99649,                      1,                  0.995,                0.90001,                0.50998,                0.24573,                0.91536,              0.0012832,              0.0012832,              0.0012832
                    183,                0.39312,                0.28561,                0.85878,                0.99647,                      1,                  0.995,                0.90741,                0.48325,                0.23164,                0.91289,              0.0012793,              0.0012793,              0.0012793
                    184,                 0.3959,                0.27357,                0.80748,                0.99634,                      1,                  0.995,                0.91801,                 0.4757,                0.23507,                 0.9114,              0.0012753,              0.0012753,              0.0012753
                    185,                0.40227,                0.28442,                0.85105,                0.99627,                      1,                  0.995,                0.90436,                0.50075,                0.25198,                0.91741,              0.0012714,              0.0012714,              0.0012714
                    186,                0.42209,                0.29931,                0.87422,                0.99629,                      1,                  0.995,                0.88502,                0.53092,                0.24907,                 0.9226,              0.0012674,              0.0012674,              0.0012674
                    187,                0.40585,                0.30695,                0.84582,                0.99626,                      1,                  0.995,                0.88581,                0.53102,                0.25206,                0.92602,              0.0012634,              0.0012634,              0.0012634
                    188,                 0.4606,                0.32647,                0.89565,                0.99632,                      1,                  0.995,                0.87576,                0.51262,                 0.2557,                0.92808,              0.0012595,              0.0012595,              0.0012595
                    189,                0.43324,                0.31423,                0.87369,                0.99637,                      1,                  0.995,                0.87873,                0.49641,                 0.2502,                0.92363,              0.0012555,              0.0012555,              0.0012555
                    190,                 0.4149,                0.30193,                0.84291,                 0.9964,                      1,                  0.995,                0.88087,                0.50257,                 0.2576,                0.92153,              0.0012516,              0.0012516,              0.0012516
                    191,                0.41002,                 0.3071,                0.86607,                0.99646,                      1,                  0.995,                 0.8733,                 0.5125,                0.26406,                0.92819,              0.0012476,              0.0012476,              0.0012476
                    192,                0.38212,                0.27794,                0.81996,                0.99644,                      1,                  0.995,                0.88535,                0.51125,                0.26888,                0.92957,              0.0012436,              0.0012436,              0.0012436
                    193,                 0.3949,                0.29585,                0.84793,                0.99646,                      1,                  0.995,                0.89669,                0.51507,                0.25914,                0.92941,              0.0012397,              0.0012397,              0.0012397
                    194,                0.42401,                0.30285,                0.86706,                0.99645,                      1,                  0.995,                0.88245,                0.51907,                0.26112,                0.92886,              0.0012357,              0.0012357,              0.0012357
                    195,                0.40617,                0.30582,                0.86637,                0.99644,                      1,                  0.995,                0.89271,                0.52312,                 0.2611,                0.93549,              0.0012318,              0.0012318,              0.0012318
                    196,                0.36379,                0.29506,                0.83162,                0.99646,                      1,                  0.995,                0.88082,                0.52716,                0.27035,                0.93811,              0.0012278,              0.0012278,              0.0012278
                    197,                0.38266,                0.28514,                0.82456,                0.99641,                      1,                  0.995,                0.87518,                0.53261,                0.25428,                0.93461,              0.0012238,              0.0012238,              0.0012238
                    198,                0.37591,                0.28456,                 0.8624,                0.99642,                      1,                  0.995,                0.88471,                0.53142,                0.24389,                0.92163,              0.0012199,              0.0012199,              0.0012199
                    199,                0.41228,                0.29086,                0.88539,                0.99652,                      1,                  0.995,                0.90578,                0.51351,                0.24392,                 0.9154,              0.0012159,              0.0012159,              0.0012159
                    200,                0.40732,                0.28615,                0.85201,                0.99657,                      1,                  0.995,                0.90718,                0.48604,                0.24571,                0.91529,               0.001212,               0.001212,               0.001212
                    201,                0.39767,                0.29086,                0.83957,                0.99656,                      1,                  0.995,                0.89289,                0.49676,                0.22992,                0.91792,               0.001208,               0.001208,               0.001208
                    202,                0.38731,                0.28986,                0.83704,                0.99655,                      1,                  0.995,                0.88787,                0.50949,                0.24444,                0.91948,               0.001204,               0.001204,               0.001204
                    203,                0.40906,                0.28468,                0.83866,                 0.9966,                      1,                  0.995,                0.87981,                0.52767,                0.27108,                0.92031,              0.0012001,              0.0012001,              0.0012001
                    204,                0.40496,                0.30665,                0.84097,                0.99656,                      1,                  0.995,                 0.8895,                 0.5216,                0.27951,                0.92501,              0.0011961,              0.0011961,              0.0011961
                    205,                0.41618,                 0.2952,                0.83227,                0.99652,                      1,                  0.995,                0.89215,                0.49913,                 0.2701,                0.92147,              0.0011922,              0.0011922,              0.0011922
                    206,                0.38099,                0.29207,                   0.85,                0.99659,                      1,                  0.995,                0.90928,                0.48551,                0.26717,                0.91705,              0.0011882,              0.0011882,              0.0011882
                    207,                0.42773,                0.29825,                0.85999,                0.99661,                      1,                  0.995,                0.90473,                0.49172,                0.26915,                0.91837,              0.0011842,              0.0011842,              0.0011842
                    208,                0.38411,                0.27313,                 0.8362,                0.99659,                      1,                  0.995,                0.88225,                0.55328,                0.28472,                 0.9258,              0.0011803,              0.0011803,              0.0011803
                    209,                0.38797,                0.28562,                 0.8445,                0.99656,                      1,                  0.995,                0.88087,                 0.6101,                 0.2825,                0.94275,              0.0011763,              0.0011763,              0.0011763
                    210,                0.39965,                0.27327,                0.84771,                0.99655,                      1,                  0.995,                0.88712,                0.60319,                0.27283,                0.94679,              0.0011724,              0.0011724,              0.0011724
                    211,                0.35794,                0.25998,                0.83508,                0.99655,                      1,                  0.995,                0.87057,                0.54989,                0.26635,                0.93547,              0.0011684,              0.0011684,              0.0011684
                    212,                0.36634,                0.26529,                  0.858,                0.99645,                      1,                  0.995,                0.89031,                0.55027,                0.27694,                 0.9296,              0.0011644,              0.0011644,              0.0011644
                    213,                0.42352,                0.29464,                0.85652,                0.99644,                      1,                  0.995,                0.87921,                0.58245,                0.28112,                0.93042,              0.0011605,              0.0011605,              0.0011605
                    214,                0.43647,                0.30292,                0.87399,                0.99646,                      1,                  0.995,                0.86582,                0.59688,                0.26382,                 0.9321,              0.0011565,              0.0011565,              0.0011565
                    215,                0.38625,                0.27108,                0.83515,                0.99646,                      1,                  0.995,                0.88365,                  0.549,                0.24711,                0.93074,              0.0011526,              0.0011526,              0.0011526
                    216,                0.42293,                 0.2943,                0.85564,                 0.9965,                      1,                  0.995,                0.89429,                0.53478,                0.24648,                0.92969,              0.0011486,              0.0011486,              0.0011486
                    217,                0.36715,                0.26843,                0.84723,                0.99649,                      1,                  0.995,                0.89839,                0.51217,                0.25406,                0.92248,              0.0011446,              0.0011446,              0.0011446
                    218,                0.40004,                 0.2867,                0.86864,                0.99648,                      1,                  0.995,                0.88008,                0.51893,                0.25483,                0.92074,              0.0011407,              0.0011407,              0.0011407
                    219,                0.39595,                0.28446,                 0.8618,                0.99646,                      1,                  0.995,                0.87918,                0.53738,                0.25201,                0.92392,              0.0011367,              0.0011367,              0.0011367
                    220,                0.37608,                 0.2854,                0.82838,                0.99636,                      1,                  0.995,                0.88673,                0.54145,                0.24763,                0.92376,              0.0011328,              0.0011328,              0.0011328
                    221,                0.35806,                0.28771,                0.84338,                0.99638,                      1,                  0.995,                 0.8761,                0.55163,                0.25302,                0.92932,              0.0011288,              0.0011288,              0.0011288
                    222,                0.43236,                0.27797,                0.84802,                0.99641,                      1,                  0.995,                0.88463,                 0.5703,                0.26299,                0.93393,              0.0011248,              0.0011248,              0.0011248
                    223,                0.35767,                0.26146,                0.83545,                0.99648,                      1,                  0.995,                0.87301,                0.57018,                 0.2785,                 0.9343,              0.0011209,              0.0011209,              0.0011209
                    224,                0.32301,                0.24955,                0.82761,                0.99646,                      1,                  0.995,                0.87218,                0.56923,                0.27134,                0.93284,              0.0011169,              0.0011169,              0.0011169
                    225,                0.39691,                0.27664,                0.85896,                 0.9965,                      1,                  0.995,                0.86139,                0.55506,                0.26374,                0.93324,               0.001113,               0.001113,               0.001113
                    226,                0.37029,                0.26542,                0.83917,                0.99649,                      1,                  0.995,                0.88295,                0.53744,                0.24036,                0.93595,               0.001109,               0.001109,               0.001109
                    227,                0.40259,                0.27095,                0.87217,                0.99654,                      1,                  0.995,                0.88006,                0.54042,                0.23823,                 0.9413,               0.001105,               0.001105,               0.001105
                    228,                0.34596,                0.25634,                0.83847,                 0.9966,                      1,                  0.995,                0.87704,                0.54112,                0.24025,                0.94285,              0.0011011,              0.0011011,              0.0011011
                    229,                0.34615,                0.24338,                0.83672,                0.99657,                      1,                  0.995,                0.89872,                0.52383,                0.23974,                0.93372,              0.0010971,              0.0010971,              0.0010971
                    230,                0.34903,                0.26992,                0.84999,                0.99655,                      1,                  0.995,                  0.894,                0.52327,                0.25331,                0.92865,              0.0010932,              0.0010932,              0.0010932
                    231,                  0.367,                0.26318,                0.83055,                 0.9965,                      1,                  0.995,                0.90133,                0.52074,                0.25709,                0.92578,              0.0010892,              0.0010892,              0.0010892
                    232,                0.39567,                 0.3017,                0.81777,                0.99646,                      1,                  0.995,                0.89967,                0.53693,                0.26295,                0.92248,              0.0010852,              0.0010852,              0.0010852
                    233,                0.35303,                0.26541,                0.80676,                0.99647,                      1,                  0.995,                0.89194,                0.53778,                0.27654,                0.92661,              0.0010813,              0.0010813,              0.0010813
                    234,                0.36603,                 0.2793,                0.81729,                0.99652,                      1,                  0.995,                0.91193,                0.53217,                0.28828,                0.92841,              0.0010773,              0.0010773,              0.0010773
                    235,                0.37674,                0.28972,                0.83831,                0.99662,                      1,                  0.995,                  0.902,                0.52758,                0.27399,                0.92525,              0.0010734,              0.0010734,              0.0010734
                    236,                0.36545,                 0.2709,                 0.8314,                0.99661,                      1,                  0.995,                0.88167,                0.54308,                0.26738,                0.92699,              0.0010694,              0.0010694,              0.0010694
                    237,                0.35656,                0.25871,                0.82391,                0.99654,                      1,                  0.995,                0.88949,                0.53911,                 0.2648,                0.92481,              0.0010654,              0.0010654,              0.0010654
                    238,                0.35703,                0.26887,                0.82045,                0.99643,                      1,                  0.995,                0.90758,                0.53414,                0.28602,                0.92293,              0.0010615,              0.0010615,              0.0010615
                    239,                0.39383,                0.29238,                0.85174,                0.99642,                      1,                  0.995,                0.89855,                0.52307,                0.25793,                0.92733,              0.0010575,              0.0010575,              0.0010575
                    240,                0.39551,                0.27881,                0.83126,                 0.9965,                      1,                  0.995,                0.90826,                0.51157,                0.24843,                0.92792,              0.0010536,              0.0010536,              0.0010536
                    241,                0.41014,                 0.2976,                0.89001,                0.99637,                      1,                  0.995,                0.91106,                0.52697,                  0.245,                0.93284,              0.0010496,              0.0010496,              0.0010496
                    242,                0.34168,                 0.2864,                0.83712,                0.99465,                      1,                  0.995,                 0.8836,                0.54107,                0.28439,                0.93948,              0.0010456,              0.0010456,              0.0010456
                    243,                0.40915,                0.30586,                0.84583,                0.99185,                      1,                  0.995,                0.88174,                0.57068,                0.33928,                0.94338,              0.0010417,              0.0010417,              0.0010417
                    244,                0.44181,                0.30297,                0.89786,                0.99027,                      1,                  0.995,                 0.8788,                0.59184,                0.39139,                0.93951,              0.0010377,              0.0010377,              0.0010377
                    245,                0.37083,                 0.2619,                0.81399,                0.98837,                      1,                  0.995,                0.88362,                0.59223,                0.41445,                0.93818,              0.0010338,              0.0010338,              0.0010338
                    246,                0.39985,                0.28857,                 0.8843,                0.98751,                      1,                  0.995,                0.87455,                0.57044,                0.39018,                0.93807,              0.0010298,              0.0010298,              0.0010298
                    247,                0.34514,                0.26101,                 0.8336,                0.98729,                      1,                  0.995,                0.87757,                 0.5328,                0.34535,                0.93192,              0.0010258,              0.0010258,              0.0010258
                    248,                 0.3374,                0.26965,                0.84337,                0.98935,                      1,                  0.995,                0.88618,                0.51715,                0.27605,                 0.9275,              0.0010219,              0.0010219,              0.0010219
                    249,                0.37492,                 0.2583,                0.82159,                0.99298,                      1,                  0.995,                0.90299,                0.50236,                0.24584,                 0.9215,              0.0010179,              0.0010179,              0.0010179
                    250,                0.38705,                0.26147,                0.86468,                0.99547,                      1,                  0.995,                0.89602,                0.48376,                0.22395,                0.91661,               0.001014,               0.001014,               0.001014
                    251,                0.31874,                0.25689,                0.82356,                0.99616,                      1,                  0.995,                0.89547,                0.47597,                0.22948,                0.91367,                0.00101,                0.00101,                0.00101
                    252,                0.33395,                0.24555,                0.84325,                0.99643,                      1,                  0.995,                0.91434,                0.47125,                0.23405,                0.91399,               0.001006,               0.001006,               0.001006
                    253,                0.34647,                0.27964,                0.83818,                0.99648,                      1,                  0.995,                0.91461,                0.47921,                0.22288,                0.91635,              0.0010021,              0.0010021,              0.0010021
                    254,                 0.3453,                0.24874,                0.84518,                0.99655,                      1,                  0.995,                0.92631,                0.48868,                0.22299,                0.91869,             0.00099812,             0.00099812,             0.00099812
                    255,                0.33487,                 0.2574,                0.81674,                0.99659,                      1,                  0.995,                0.92277,                0.48278,                0.22968,                0.91834,             0.00099416,             0.00099416,             0.00099416
                    256,                0.35525,                0.25106,                0.81262,                 0.9966,                      1,                  0.995,                0.90319,                0.47979,                0.22367,                0.91452,              0.0009902,              0.0009902,              0.0009902
                    257,                0.34471,                0.26494,                0.86249,                 0.9966,                      1,                  0.995,                0.90042,                0.48975,                0.23201,                0.91409,             0.00098624,             0.00098624,             0.00098624
                    258,                0.33579,                0.25441,                0.83923,                0.99657,                      1,                  0.995,                0.89991,                0.49352,                0.22252,                0.91413,             0.00098228,             0.00098228,             0.00098228
                    259,                0.36836,                0.26092,                0.82491,                      1,                      1,                  0.995,                 0.8928,                0.50439,                0.21263,                0.91736,             0.00097832,             0.00097832,             0.00097832
                    260,                0.41398,                0.27879,                0.87011,                      1,                      1,                  0.995,                0.89026,                0.52085,                  0.212,                0.92193,             0.00097436,             0.00097436,             0.00097436
                    261,                0.36615,                0.26646,                0.84119,                      1,                      1,                  0.995,                0.90182,                0.52253,                0.21718,                0.92601,              0.0009704,              0.0009704,              0.0009704
                    262,                0.34227,                0.26155,                0.84022,                      1,                      1,                  0.995,                 0.8738,                0.52677,                0.22244,                0.92503,             0.00096644,             0.00096644,             0.00096644
                    263,                0.37906,                0.26178,                0.85073,                      1,                      1,                  0.995,                0.88598,                0.52434,                0.23295,                0.92136,             0.00096248,             0.00096248,             0.00096248
                    264,                0.38827,                0.28063,                 0.8672,                      1,                      1,                  0.995,                0.88786,                0.50487,                0.22279,                0.91819,             0.00095852,             0.00095852,             0.00095852
                    265,                0.32858,                0.25939,                0.83578,                      1,                      1,                  0.995,                0.89134,                0.48701,                0.21919,                0.91574,             0.00095456,             0.00095456,             0.00095456
