                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                 0.5371,                0.36601,                0.88176,                0.99633,                      1,                  0.995,                0.85567,                0.64009,                0.36558,                0.95489,              0.0006338,              0.0006338,              0.0006338
                     71,                0.54374,                0.36467,                0.89706,                0.99622,                      1,                  0.995,                0.86603,                0.63595,                0.38087,                0.95971,               0.000614,               0.000614,               0.000614
                     72,                0.57326,                0.39583,                0.90916,                0.99611,                      1,                  0.995,                0.86948,                0.60214,                0.37239,                  0.953,              0.0005942,              0.0005942,              0.0005942
                     73,                0.48296,                0.32886,                0.86161,                0.99599,                      1,                  0.995,                0.89387,                0.55688,                0.33061,                0.95177,              0.0005744,              0.0005744,              0.0005744
                     74,                0.53823,                0.35556,                0.87909,                0.99618,                      1,                  0.995,                0.90019,                0.54719,                0.29643,                0.95397,              0.0005546,              0.0005546,              0.0005546
                     75,                0.46992,                  0.347,                0.86136,                0.99631,                      1,                  0.995,                0.88868,                0.56253,                0.30469,                0.95518,              0.0005348,              0.0005348,              0.0005348
                     76,                0.54974,                0.36528,                0.89031,                0.99639,                      1,                  0.995,                 0.8845,                0.57515,                0.29931,                0.95102,               0.000515,               0.000515,               0.000515
                     77,                0.49889,                0.32303,                0.88427,                0.99648,                      1,                  0.995,                0.87845,                0.60601,                0.29781,                0.94791,              0.0004952,              0.0004952,              0.0004952
                     78,                 0.4981,                0.35612,                0.88431,                0.99652,                      1,                  0.995,                0.87801,                0.60713,                0.29838,                0.94503,              0.0004754,              0.0004754,              0.0004754
                     79,                0.48735,                0.32226,                0.86923,                0.99644,                      1,                  0.995,                0.89695,                0.57782,                 0.2957,                0.94278,              0.0004556,              0.0004556,              0.0004556
                     80,                0.44323,                 0.3138,                0.84629,                0.99644,                      1,                  0.995,                0.90928,                0.54997,                0.31048,                0.94659,              0.0004358,              0.0004358,              0.0004358
                     81,                0.51665,                0.34379,                0.90107,                0.99644,                      1,                  0.995,                0.89698,                0.53167,                0.29527,                0.94971,               0.000416,               0.000416,               0.000416
                     82,                0.46283,                0.31432,                0.87588,                0.99645,                      1,                  0.995,                0.90281,                0.51993,                0.29309,                0.94704,              0.0003962,              0.0003962,              0.0003962
                     83,                0.52429,                0.38143,                0.89012,                0.99641,                      1,                  0.995,                0.90137,                0.52238,                 0.2965,                0.93834,              0.0003764,              0.0003764,              0.0003764
                     84,                0.46721,                0.31937,                0.87226,                0.99643,                      1,                  0.995,                0.90195,                0.52549,                0.30601,                0.92973,              0.0003566,              0.0003566,              0.0003566
                     85,                0.50877,                 0.3318,                0.88449,                0.99646,                      1,                  0.995,                0.89354,                0.51337,                0.28781,                0.92322,              0.0003368,              0.0003368,              0.0003368
                     86,                0.44822,                0.31446,                0.87131,                0.99645,                      1,                  0.995,                0.89489,                0.49285,                0.27382,                0.92026,               0.000317,               0.000317,               0.000317
                     87,                0.42391,                0.30876,                0.84978,                0.99648,                      1,                  0.995,                0.89493,                0.48777,                0.27012,                0.92231,              0.0002972,              0.0002972,              0.0002972
                     88,                0.45391,                0.31832,                0.87349,                0.99653,                      1,                  0.995,                0.89438,                 0.4937,                0.26837,                0.92514,              0.0002774,              0.0002774,              0.0002774
                     89,                0.46137,                0.32653,                0.89246,                0.99649,                      1,                  0.995,                0.89174,                0.50577,                0.26588,                0.92966,              0.0002576,              0.0002576,              0.0002576
                     90,                0.48943,                0.32046,                0.88151,                 0.9965,                      1,                  0.995,                0.89595,                0.50761,                0.26279,                0.93134,              0.0002378,              0.0002378,              0.0002378
                     91,                0.36221,                0.24942,                0.81633,                0.99651,                      1,                  0.995,                0.91678,                0.51704,                0.26756,                0.93363,               0.000218,               0.000218,               0.000218
                     92,                0.35205,                0.23529,                0.81529,                 0.9965,                      1,                  0.995,                0.89595,                0.52641,                0.25455,                0.93646,              0.0001982,              0.0001982,              0.0001982
                     93,                0.39455,                0.27005,                 0.8439,                0.99648,                      1,                  0.995,                0.90115,                0.53919,                0.24846,                0.93957,              0.0001784,              0.0001784,              0.0001784
                     94,                0.36486,                0.25053,                0.81273,                0.99648,                      1,                  0.995,                0.91509,                0.54404,                0.24979,                0.94204,              0.0001586,              0.0001586,              0.0001586
                     95,                0.35387,                0.24871,                0.84133,                0.99652,                      1,                  0.995,                0.91509,                0.54585,                0.25446,                0.94454,              0.0001388,              0.0001388,              0.0001388
                     96,                0.35451,                 0.2529,                 0.8218,                0.99648,                      1,                  0.995,                0.90543,                0.54223,                0.25058,                0.94536,               0.000119,               0.000119,               0.000119
                     97,                0.36145,                0.24179,                0.82017,                      1,                      1,                  0.995,                0.91244,                0.53747,                0.25051,                0.94594,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.35028,                0.24431,                0.80645,                      1,                      1,                  0.995,                0.91244,                0.52569,                0.25519,                0.94441,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.35876,                0.24427,                0.86475,                      1,                      1,                  0.995,                0.90242,                0.52177,                0.26423,                  0.943,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.34142,                0.24287,                0.82987,                      1,                      1,                  0.995,                0.90824,                0.51968,                0.25531,                0.94405,               3.98e-05,               3.98e-05,               3.98e-05
