                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.42182,                0.36213,                0.82974,                0.99434,                      1,                  0.995,                0.86394,                 0.5904,                 0.3664,                0.95426,              0.0013862,              0.0013862,              0.0013862
                    157,                0.46219,                0.34639,                 0.8669,                0.99505,                      1,                  0.995,                0.86551,                0.54923,                0.32449,                 0.9394,              0.0013822,              0.0013822,              0.0013822
                    158,                0.47251,                 0.3475,                0.86955,                0.99655,                      1,                  0.995,                0.87264,                0.51259,                0.31356,                0.94031,              0.0013783,              0.0013783,              0.0013783
                    159,                0.40994,                0.32287,                0.81826,                 0.9965,                      1,                  0.995,                0.86752,                0.53807,                0.30715,                 0.9528,              0.0013743,              0.0013743,              0.0013743
                    160,                0.44867,                 0.3606,                0.85593,                0.99653,                      1,                  0.995,                0.85064,                0.57978,                0.30702,                0.94848,              0.0013704,              0.0013704,              0.0013704
                    161,                0.42945,                0.34864,                0.85662,                0.99654,                      1,                  0.995,                 0.8747,                 0.6204,                0.30951,                0.95132,              0.0013664,              0.0013664,              0.0013664
                    162,                 0.4769,                0.38093,                0.89236,                0.99643,                      1,                  0.995,                0.87391,                0.60638,                 0.2964,                0.94575,              0.0013624,              0.0013624,              0.0013624
                    163,                0.49256,                0.36462,                0.88401,                0.99633,                      1,                  0.995,                0.88562,                0.52731,                0.27488,                0.93491,              0.0013585,              0.0013585,              0.0013585
                    164,                0.43573,                0.34958,                0.84903,                0.99633,                      1,                  0.995,                0.88143,                0.51932,                0.27756,                0.92968,              0.0013545,              0.0013545,              0.0013545
                    165,                0.43247,                0.34305,                0.85949,                0.99634,                      1,                  0.995,                0.88715,                0.50503,                0.26894,                 0.9287,              0.0013506,              0.0013506,              0.0013506
                    166,                0.44292,                0.33474,                0.86986,                0.99639,                      1,                  0.995,                0.89747,                0.50563,                0.27927,                 0.9284,              0.0013466,              0.0013466,              0.0013466
                    167,                0.44953,                 0.3608,                0.85957,                0.99646,                      1,                  0.995,                0.89666,                0.50928,                0.28407,                0.92311,              0.0013426,              0.0013426,              0.0013426
                    168,                0.45889,                0.34781,                0.84174,                0.99644,                      1,                  0.995,                0.88897,                 0.5286,                0.29692,                0.93374,              0.0013387,              0.0013387,              0.0013387
                    169,                0.46877,                0.35949,                0.85345,                0.99651,                      1,                  0.995,                 0.8769,                0.57605,                0.29465,                0.96847,              0.0013347,              0.0013347,              0.0013347
                    170,                0.44552,                0.33269,                0.85136,                0.99653,                      1,                  0.995,                0.86799,                0.58495,                0.28324,                0.97701,              0.0013308,              0.0013308,              0.0013308
                    171,                0.42129,                0.31371,                0.86776,                0.99653,                      1,                  0.995,                 0.8761,                0.56992,                0.29466,                0.96085,              0.0013268,              0.0013268,              0.0013268
                    172,                0.43169,                0.33364,                0.85574,                0.99654,                      1,                  0.995,                0.88642,                0.58132,                0.30472,                0.96431,              0.0013228,              0.0013228,              0.0013228
                    173,                0.42808,                0.33908,                0.85878,                0.99652,                      1,                  0.995,                 0.8842,                 0.5679,                0.30304,                0.95839,              0.0013189,              0.0013189,              0.0013189
                    174,                0.40156,                0.32149,                0.83827,                0.99647,                      1,                  0.995,                0.87724,                0.56224,                0.30927,                0.95073,              0.0013149,              0.0013149,              0.0013149
                    175,                0.46073,                0.34189,                0.84708,                0.99641,                      1,                  0.995,                0.87387,                 0.5863,                0.32946,                0.95035,               0.001311,               0.001311,               0.001311
                    176,                0.40757,                0.32274,                0.83219,                0.99639,                      1,                  0.995,                0.87515,                0.59328,                0.33645,                0.94585,               0.001307,               0.001307,               0.001307
                    177,                0.41466,                0.32531,                0.83461,                0.99651,                      1,                  0.995,                0.87105,                0.58359,                0.31119,                0.95017,               0.001303,               0.001303,               0.001303
                    178,                0.42588,                0.34537,                0.87503,                0.99653,                      1,                  0.995,                0.87023,                0.60641,                0.31909,                0.95281,              0.0012991,              0.0012991,              0.0012991
                    179,                0.42439,                0.33553,                0.85065,                 0.9965,                      1,                  0.995,                0.85594,                0.61763,                0.32104,                0.95186,              0.0012951,              0.0012951,              0.0012951
                    180,                0.46635,                0.36841,                0.85309,                0.99649,                      1,                  0.995,                0.86814,                0.56636,                0.32801,                0.94664,              0.0012912,              0.0012912,              0.0012912
                    181,                 0.4618,                0.34426,                0.86876,                0.99636,                      1,                  0.995,                0.86245,                0.55103,                0.30405,                0.94301,              0.0012872,              0.0012872,              0.0012872
                    182,                0.44498,                0.35136,                 0.8444,                0.99637,                      1,                  0.995,                0.87082,                0.54805,                0.28713,                0.93862,              0.0012832,              0.0012832,              0.0012832
                    183,                0.38471,                 0.3332,                0.85939,                0.99648,                      1,                  0.995,                0.86623,                0.54859,                0.28933,                0.93829,              0.0012793,              0.0012793,              0.0012793
                    184,                0.40277,                0.32464,                0.80895,                0.99656,                      1,                  0.995,                0.86175,                0.51786,                 0.2921,                0.93343,              0.0012753,              0.0012753,              0.0012753
                    185,                0.41974,                0.33655,                0.85131,                0.99655,                      1,                  0.995,                0.87972,                 0.5129,                0.28288,                0.93101,              0.0012714,              0.0012714,              0.0012714
                    186,                0.43377,                 0.3409,                0.86783,                0.99658,                      1,                  0.995,                0.87945,                0.53912,                0.29755,                0.92748,              0.0012674,              0.0012674,              0.0012674
                    187,                0.39702,                0.32475,                0.84668,                0.99654,                      1,                  0.995,                0.88046,                0.55155,                0.31143,                0.93233,              0.0012634,              0.0012634,              0.0012634
                    188,                0.49011,                0.37787,                0.89883,                0.99658,                      1,                  0.995,                  0.884,                0.54731,                0.29363,                0.93207,              0.0012595,              0.0012595,              0.0012595
                    189,                0.42628,                0.33503,                0.85353,                 0.9965,                      1,                  0.995,                0.88466,                0.52569,                0.27992,                 0.9271,              0.0012555,              0.0012555,              0.0012555
                    190,                0.40179,                0.34034,                0.84129,                0.99651,                      1,                  0.995,                0.85975,                0.52267,                0.27789,                0.92937,              0.0012516,              0.0012516,              0.0012516
                    191,                0.46012,                0.34343,                0.87899,                0.99645,                      1,                  0.995,                0.87321,                0.53466,                0.28392,                0.93035,              0.0012476,              0.0012476,              0.0012476
                    192,                0.38699,                0.31205,                0.82512,                0.99645,                      1,                  0.995,                0.85933,                0.54718,                 0.2805,                 0.9324,              0.0012436,              0.0012436,              0.0012436
                    193,                0.39297,                0.31362,                0.84438,                0.99656,                      1,                  0.995,                0.87039,                0.55901,                0.28177,                0.93289,              0.0012397,              0.0012397,              0.0012397
                    194,                0.44696,                0.33358,                0.85709,                 0.9966,                      1,                  0.995,                0.89262,                0.52167,                0.27866,                0.92442,              0.0012357,              0.0012357,              0.0012357
                    195,                0.40893,                 0.3276,                0.85684,                0.99653,                      1,                  0.995,                0.89806,                0.50226,                0.26155,                0.91746,              0.0012318,              0.0012318,              0.0012318
                    196,                0.38648,                0.30159,                0.83842,                0.99653,                      1,                  0.995,                0.90562,                0.49106,                0.26501,                0.91483,              0.0012278,              0.0012278,              0.0012278
                    197,                0.38797,                0.30467,                0.82474,                0.99658,                      1,                  0.995,                0.89843,                0.49976,                0.26859,                0.91505,              0.0012238,              0.0012238,              0.0012238
                    198,                0.38107,                0.31155,                0.86178,                 0.9966,                      1,                  0.995,                0.89573,                0.51183,                0.27986,                0.92015,              0.0012199,              0.0012199,              0.0012199
                    199,                0.43738,                 0.3194,                0.87587,                0.99643,                      1,                  0.995,                0.88565,                0.52744,                0.29761,                0.92608,              0.0012159,              0.0012159,              0.0012159
                    200,                0.45531,                 0.3241,                0.84634,                0.99635,                      1,                  0.995,                0.88144,                0.53152,                0.29218,                0.92599,               0.001212,               0.001212,               0.001212
                    201,                0.41299,                0.32049,                0.83808,                0.99637,                      1,                  0.995,                0.89162,                0.50623,                0.27405,                0.92107,               0.001208,               0.001208,               0.001208
                    202,                0.39401,                 0.3109,                0.83684,                0.99654,                      1,                  0.995,                0.88122,                0.50318,                 0.2873,                0.91858,               0.001204,               0.001204,               0.001204
                    203,                 0.3929,                0.31439,                0.84199,                0.99658,                      1,                  0.995,                0.89661,                0.54361,                0.29165,                 0.9243,              0.0012001,              0.0012001,              0.0012001
                    204,                0.42843,                0.33561,                0.83725,                0.99662,                      1,                  0.995,                0.86278,                0.54429,                0.29165,                0.92802,              0.0011961,              0.0011961,              0.0011961
                    205,                0.40227,                 0.2983,                 0.8365,                0.99656,                      1,                  0.995,                0.89031,                0.52557,                0.29624,                0.92679,              0.0011922,              0.0011922,              0.0011922
                    206,                0.39054,                0.31189,                0.84066,                0.99656,                      1,                  0.995,                0.88472,                0.55098,                0.29033,                0.93214,              0.0011882,              0.0011882,              0.0011882
                    207,                 0.4445,                0.33537,                0.85818,                      1,                      1,                  0.995,                0.90285,                0.54413,                0.28372,                0.93251,              0.0011842,              0.0011842,              0.0011842
                    208,                0.38383,                0.29814,                 0.8355,                      1,                      1,                  0.995,                0.90285,                0.52857,                0.26638,                0.92757,              0.0011803,              0.0011803,              0.0011803
                    209,                 0.4197,                 0.3306,                0.84836,                      1,                      1,                  0.995,                0.90192,                0.51918,                0.26424,                0.92696,              0.0011763,              0.0011763,              0.0011763
                    210,                 0.3943,                0.32142,                0.84252,                0.99657,                      1,                  0.995,                0.89601,                0.51984,                0.27742,                0.92352,              0.0011724,              0.0011724,              0.0011724
                    211,                0.37784,                0.29923,                0.83376,                0.99654,                      1,                  0.995,                0.88498,                0.51266,                0.27316,                 0.9226,              0.0011684,              0.0011684,              0.0011684
                    212,                0.37788,                0.29902,                0.86074,                0.99657,                      1,                  0.995,                0.87006,                0.51716,                0.27101,                0.92765,              0.0011644,              0.0011644,              0.0011644
                    213,                 0.4227,                0.32266,                0.84346,                0.99656,                      1,                  0.995,                0.87157,                0.51205,                0.28779,                0.92295,              0.0011605,              0.0011605,              0.0011605
                    214,                0.43106,                0.31686,                0.85946,                0.99653,                      1,                  0.995,                0.89505,                0.50344,                0.27944,                0.92316,              0.0011565,              0.0011565,              0.0011565
                    215,                0.37115,                0.30564,                0.82533,                0.99647,                      1,                  0.995,                0.89643,                0.49847,                0.25674,                0.92392,              0.0011526,              0.0011526,              0.0011526
                    216,                0.41043,                0.32744,                0.84502,                0.99655,                      1,                  0.995,                0.89001,                0.50687,                0.25542,                0.92394,              0.0011486,              0.0011486,              0.0011486
                    217,                0.37636,                0.29408,                0.84226,                0.99653,                      1,                  0.995,                0.88951,                0.50808,                0.25588,                0.93224,              0.0011446,              0.0011446,              0.0011446
                    218,                0.46756,                0.33758,                 0.8878,                0.99658,                      1,                  0.995,                0.90586,                 0.4978,                0.24909,                0.93516,              0.0011407,              0.0011407,              0.0011407
                    219,                0.37527,                0.31259,                0.85414,                 0.9966,                      1,                  0.995,                0.92389,                 0.4953,                0.24909,                0.93312,              0.0011367,              0.0011367,              0.0011367
                    220,                0.41214,                0.31108,                0.83733,                0.99659,                      1,                  0.995,                0.92246,                0.51131,                0.25106,                0.93569,              0.0011328,              0.0011328,              0.0011328
                    221,                0.36266,                0.31667,                0.84176,                0.99659,                      1,                  0.995,                0.92126,                0.51926,                0.25985,                0.93476,              0.0011288,              0.0011288,              0.0011288
                    222,                0.40173,                0.29954,                0.83367,                0.99656,                      1,                  0.995,                0.90927,                0.52514,                0.26472,                0.93191,              0.0011248,              0.0011248,              0.0011248
                    223,                0.34305,                0.27435,                0.83906,                0.99659,                      1,                  0.995,                0.91625,                0.52769,                0.27189,                 0.9349,              0.0011209,              0.0011209,              0.0011209
                    224,                0.33167,                0.27408,                0.82086,                0.99664,                      1,                  0.995,                0.89177,                0.54126,                0.26748,                0.93169,              0.0011169,              0.0011169,              0.0011169
                    225,                0.36155,                0.29656,                0.84284,                0.99662,                      1,                  0.995,                0.90351,                0.56229,                0.28094,                0.93077,               0.001113,               0.001113,               0.001113
                    226,                0.35872,                 0.2657,                0.83658,                0.99662,                      1,                  0.995,                0.90512,                0.54754,                0.28601,                0.92934,               0.001109,               0.001109,               0.001109
                    227,                0.39007,                0.28293,                0.86851,                0.99664,                      1,                  0.995,                0.90429,                0.54147,                0.29967,                0.93085,               0.001105,               0.001105,               0.001105
                    228,                0.36173,                0.29006,                0.83746,                0.99658,                      1,                  0.995,                0.91378,                 0.5727,                0.31163,                 0.9366,              0.0011011,              0.0011011,              0.0011011
                    229,                0.34555,                0.28234,                0.83578,                0.99658,                      1,                  0.995,                0.88715,                0.61973,                0.31431,                0.94061,              0.0010971,              0.0010971,              0.0010971
                    230,                0.35524,                0.30142,                0.84676,                0.99655,                      1,                  0.995,                  0.871,                0.62463,                0.29564,                0.94134,              0.0010932,              0.0010932,              0.0010932
                    231,                0.42749,                0.31114,                0.84353,                0.99657,                      1,                  0.995,                0.87826,                0.58993,                0.29564,                0.93682,              0.0010892,              0.0010892,              0.0010892
                    232,                0.39725,                0.31404,                0.81445,                0.99653,                      1,                  0.995,                0.86935,                0.54711,                0.26876,                0.93493,              0.0010852,              0.0010852,              0.0010852
                    233,                0.38723,                0.29775,                0.81332,                0.99654,                      1,                  0.995,                0.88199,                0.53955,                0.27311,                0.93515,              0.0010813,              0.0010813,              0.0010813
                    234,                0.40938,                0.30869,                0.81675,                0.99657,                      1,                  0.995,                0.88377,                0.54129,                0.28454,                0.93487,              0.0010773,              0.0010773,              0.0010773
                    235,                0.41225,                0.32249,                0.83807,                0.99651,                      1,                  0.995,                0.87722,                0.53301,                0.30177,                0.93596,              0.0010734,              0.0010734,              0.0010734
                    236,                0.34322,                0.28904,                 0.8237,                0.99654,                      1,                  0.995,                0.88264,                0.56454,                0.31144,                0.94225,              0.0010694,              0.0010694,              0.0010694
                    237,                0.35356,                0.29462,                0.81597,                0.99661,                      1,                  0.995,                0.86685,                0.57464,                0.29569,                0.94273,              0.0010654,              0.0010654,              0.0010654
                    238,                0.37381,                0.29927,                0.81911,                0.99661,                      1,                  0.995,                0.88277,                0.55114,                0.28359,                0.93691,              0.0010615,              0.0010615,              0.0010615
                    239,                0.42707,                0.30131,                0.85616,                0.99652,                      1,                  0.995,                0.89598,                0.53043,                0.28593,                0.93338,              0.0010575,              0.0010575,              0.0010575
                    240,                0.36364,                 0.2922,                0.82034,                0.99655,                      1,                  0.995,                0.88979,                0.51817,                0.27016,                0.93356,              0.0010536,              0.0010536,              0.0010536
                    241,                0.40832,                0.31509,                0.88286,                0.99652,                      1,                  0.995,                0.88846,                0.51668,                0.26321,                  0.933,              0.0010496,              0.0010496,              0.0010496
                    242,                0.36338,                0.28648,                0.84045,                0.99656,                      1,                  0.995,                0.89302,                0.53021,                0.25036,                0.93275,              0.0010456,              0.0010456,              0.0010456
                    243,                0.40611,                0.29515,                0.82374,                0.99651,                      1,                  0.995,                0.88056,                0.55996,                0.27223,                0.93569,              0.0010417,              0.0010417,              0.0010417
                    244,                0.40714,                0.30264,                0.86795,                0.99656,                      1,                  0.995,                 0.8771,                 0.5844,                0.29071,                0.93493,              0.0010377,              0.0010377,              0.0010377
                    245,                0.37706,                0.28736,                0.81386,                0.99653,                      1,                  0.995,                0.88917,                 0.5574,                0.27801,                0.93518,              0.0010338,              0.0010338,              0.0010338
                    246,                0.41867,                0.31121,                0.87977,                0.99658,                      1,                  0.995,                0.89083,                0.53461,                0.25504,                0.93527,              0.0010298,              0.0010298,              0.0010298
                    247,                0.35254,                0.28303,                 0.8343,                      1,                      1,                  0.995,                0.88598,                0.54732,                 0.2547,                0.93382,              0.0010258,              0.0010258,              0.0010258
                    248,                0.35714,                0.30282,                0.84187,                      1,                      1,                  0.995,                 0.8701,                0.58099,                 0.2758,                0.93534,              0.0010219,              0.0010219,              0.0010219
                    249,                0.36834,                0.28632,                0.82549,                      1,                      1,                  0.995,                0.89167,                0.56411,                0.26189,                0.92908,              0.0010179,              0.0010179,              0.0010179
                    250,                0.36273,                0.28983,                0.84291,                 0.9967,                      1,                  0.995,                0.90722,                0.51382,                0.26349,                0.91931,               0.001014,               0.001014,               0.001014
                    251,                0.33591,                0.30072,                0.83133,                0.99673,                      1,                  0.995,                0.90846,                0.51046,                0.26521,                0.92201,                0.00101,                0.00101,                0.00101
                    252,                0.36055,                0.28721,                 0.8459,                0.99671,                      1,                  0.995,                0.89473,                0.50982,                0.26614,                0.92341,               0.001006,               0.001006,               0.001006
                    253,                0.37991,                0.31155,                0.83213,                0.99667,                      1,                  0.995,                0.89688,                0.51109,                0.26754,                0.92334,              0.0010021,              0.0010021,              0.0010021
                    254,                0.36091,                0.28444,                0.84832,                0.99654,                      1,                  0.995,                0.89509,                0.51393,                0.27422,                0.92214,             0.00099812,             0.00099812,             0.00099812
                    255,                0.35447,                0.29292,                 0.8165,                0.99646,                      1,                  0.995,                0.89783,                0.51657,                0.27369,                0.92161,             0.00099416,             0.00099416,             0.00099416
                    256,                0.38051,                 0.2912,                0.81632,                0.99644,                      1,                  0.995,                0.87747,                0.52144,                0.26134,                0.92249,              0.0009902,              0.0009902,              0.0009902
                    257,                0.35868,                0.30032,                0.86691,                0.99642,                      1,                  0.995,                0.89047,                0.50849,                0.25258,                0.91968,             0.00098624,             0.00098624,             0.00098624
                    258,                0.33789,                0.29542,                0.82916,                0.99638,                      1,                  0.995,                0.88933,                0.50865,                0.24697,                0.91878,             0.00098228,             0.00098228,             0.00098228
                    259,                0.37138,                0.29762,                0.82588,                0.99642,                      1,                  0.995,                0.89869,                0.51667,                0.24816,                 0.9194,             0.00097832,             0.00097832,             0.00097832
                    260,                0.42485,                0.31101,                0.86206,                0.99642,                      1,                  0.995,                0.89874,                0.52866,                0.24905,                0.92344,             0.00097436,             0.00097436,             0.00097436
                    261,                0.35952,                0.29241,                0.83095,                0.99642,                      1,                  0.995,                 0.8996,                0.53601,                 0.2539,                 0.9274,              0.0009704,              0.0009704,              0.0009704
                    262,                0.34366,                0.29523,                0.83776,                0.99634,                      1,                  0.995,                0.90156,                0.54224,                0.24851,                 0.9258,             0.00096644,             0.00096644,             0.00096644
                    263,                0.36695,                0.28053,                0.84018,                0.99633,                      1,                  0.995,                0.90153,                0.54202,                0.24478,                  0.923,             0.00096248,             0.00096248,             0.00096248
                    264,                0.36017,                0.28696,                0.84328,                0.99632,                      1,                  0.995,                0.89892,                0.52422,                0.25712,                0.92278,             0.00095852,             0.00095852,             0.00095852
                    265,                0.32912,                0.28094,                0.83048,                0.99639,                      1,                  0.995,                0.89656,                0.51204,                0.25315,                0.92015,             0.00095456,             0.00095456,             0.00095456
                    266,                0.36922,                0.29346,                 0.8477,                0.99643,                      1,                  0.995,                0.89612,                0.51232,                0.25375,                0.91948,              0.0009506,              0.0009506,              0.0009506
                    267,                 0.3666,                0.29896,                 0.8572,                0.99646,                      1,                  0.995,                0.88881,                0.49688,                0.24894,                0.91986,             0.00094664,             0.00094664,             0.00094664
                    268,                0.38188,                0.30445,                0.82059,                0.99649,                      1,                  0.995,                0.90007,                0.47923,                0.24482,                0.92212,             0.00094268,             0.00094268,             0.00094268
                    269,                0.35699,                0.27764,                0.81734,                0.99649,                      1,                  0.995,                0.90809,                0.48683,                0.24912,                0.92889,             0.00093872,             0.00093872,             0.00093872
                    270,                0.36955,                0.28891,                0.82182,                0.99644,                      1,                  0.995,                 0.9107,                0.50082,                0.26135,                 0.9303,             0.00093476,             0.00093476,             0.00093476
                    271,                0.36273,                 0.2801,                 0.8331,                0.99647,                      1,                  0.995,                0.90202,                0.52082,                0.24757,                0.93422,              0.0009308,              0.0009308,              0.0009308
                    272,                0.38097,                0.27783,                 0.8039,                0.99647,                      1,                  0.995,                0.89472,                0.54361,                 0.2582,                0.93786,             0.00092684,             0.00092684,             0.00092684
                    273,                0.38741,                0.29919,                0.84698,                0.99642,                      1,                  0.995,                0.90183,                0.54629,                0.25866,                0.93679,             0.00092288,             0.00092288,             0.00092288
                    274,                0.33218,                0.27422,                0.82921,                0.99644,                      1,                  0.995,                0.90369,                0.52877,                0.26632,                0.93391,             0.00091892,             0.00091892,             0.00091892
                    275,                0.33545,                0.25721,                0.80607,                0.99647,                      1,                  0.995,                 0.8887,                0.51303,                0.25623,                0.93129,             0.00091496,             0.00091496,             0.00091496
                    276,                0.33994,                0.27158,                 0.8432,                0.99644,                      1,                  0.995,                 0.8956,                0.50758,                0.26396,                0.92386,               0.000911,               0.000911,               0.000911
                    277,                 0.3464,                0.29022,                0.82902,                0.99651,                      1,                  0.995,                 0.8969,                 0.5018,                0.27384,                0.91945,             0.00090704,             0.00090704,             0.00090704
                    278,                0.34897,                0.26907,                0.83133,                0.99644,                      1,                  0.995,                0.89256,                0.50573,                0.26906,                0.91729,             0.00090308,             0.00090308,             0.00090308
                    279,                0.37128,                0.28347,                0.81983,                0.99643,                      1,                  0.995,                0.88948,                0.49162,                 0.2581,                0.91625,             0.00089912,             0.00089912,             0.00089912
                    280,                 0.3689,                0.28632,                0.81448,                0.99646,                      1,                  0.995,                0.90956,                0.47568,                0.25687,                0.91696,             0.00089516,             0.00089516,             0.00089516
                    281,                0.33067,                0.27706,                0.83805,                0.99649,                      1,                  0.995,                0.90051,                0.47943,                 0.2581,                0.91881,              0.0008912,              0.0008912,              0.0008912
                    282,                0.33321,                0.27317,                0.81358,                0.99643,                      1,                  0.995,                0.90225,                0.49214,                0.25388,                 0.9252,             0.00088724,             0.00088724,             0.00088724
                    283,                0.33095,                0.27995,                0.80652,                0.99653,                      1,                  0.995,                0.90298,                0.48938,                0.26065,                0.92765,             0.00088328,             0.00088328,             0.00088328
                    284,                0.37479,                0.27604,                0.84572,                0.99653,                      1,                  0.995,                0.89963,                 0.4844,                0.25772,                0.92908,             0.00087932,             0.00087932,             0.00087932
                    285,                0.32029,                0.26427,                0.83236,                0.99655,                      1,                  0.995,                0.89406,                0.49201,                0.25036,                0.92816,             0.00087536,             0.00087536,             0.00087536
                    286,                0.37509,                0.28974,                0.85455,                0.99658,                      1,                  0.995,                0.90723,                0.49468,                0.25426,                0.92336,              0.0008714,              0.0008714,              0.0008714
                    287,                0.33449,                0.27076,                0.83863,                0.99657,                      1,                  0.995,                0.89987,                0.49201,                0.25106,                0.92213,             0.00086744,             0.00086744,             0.00086744
                    288,                0.34625,                0.27017,                 0.8051,                0.99658,                      1,                  0.995,                0.88774,                0.48075,                0.24837,                0.91968,             0.00086348,             0.00086348,             0.00086348
                    289,                0.35556,                0.27712,                0.84526,                0.99658,                      1,                  0.995,                0.90965,                0.46371,                0.24442,                0.91465,             0.00085952,             0.00085952,             0.00085952
                    290,                0.32834,                0.26308,                0.80006,                0.99656,                      1,                  0.995,                0.90679,                0.45502,                0.24902,                0.91252,             0.00085556,             0.00085556,             0.00085556
                    291,                0.33035,                0.26691,                0.82272,                0.99656,                      1,                  0.995,                0.92025,                0.45491,                0.25387,                0.91372,              0.0008516,              0.0008516,              0.0008516
                    292,                0.33283,                0.27868,                0.80797,                0.99658,                      1,                  0.995,                0.91883,                0.46502,                0.26211,                0.91781,             0.00084764,             0.00084764,             0.00084764
                    293,                0.29368,                0.26704,                0.81933,                 0.9966,                      1,                  0.995,                0.91824,                0.47696,                0.26149,                0.91989,             0.00084368,             0.00084368,             0.00084368
                    294,                0.32674,                0.27487,                0.81629,                0.99659,                      1,                  0.995,                0.90649,                0.48342,                0.24683,                0.92003,             0.00083972,             0.00083972,             0.00083972
                    295,                0.38341,                0.30255,                 0.8679,                0.99658,                      1,                  0.995,                0.89933,                0.48169,                0.22873,                0.91662,             0.00083576,             0.00083576,             0.00083576
                    296,                0.33752,                0.25623,                0.81023,                0.99656,                      1,                  0.995,                0.90771,                0.48033,                0.23809,                0.91516,              0.0008318,              0.0008318,              0.0008318
                    297,                0.34585,                0.26782,                0.82149,                 0.9965,                      1,                  0.995,                0.91867,                0.48541,                0.24981,                0.91763,             0.00082784,             0.00082784,             0.00082784
                    298,                0.34695,                  0.274,                  0.823,                0.99651,                      1,                  0.995,                 0.9122,                0.49852,                0.23835,                0.92006,             0.00082388,             0.00082388,             0.00082388
                    299,                0.34703,                0.27464,                 0.8324,                0.99648,                      1,                  0.995,                0.90183,                0.50216,                 0.2514,                0.91975,             0.00081992,             0.00081992,             0.00081992
                    300,                0.32897,                0.27439,                0.82049,                 0.9965,                      1,                  0.995,                0.89845,                0.50941,                0.26708,                0.92065,             0.00081596,             0.00081596,             0.00081596
                    301,                0.35663,                0.27372,                0.82895,                0.99647,                      1,                  0.995,                0.89741,                0.51833,                0.26833,                0.92515,               0.000812,               0.000812,               0.000812
                    302,                0.33202,                0.27038,                0.83077,                0.99637,                      1,                  0.995,                0.88695,                0.53036,                0.26804,                0.93052,             0.00080804,             0.00080804,             0.00080804
                    303,                0.27905,                 0.2424,                0.82382,                 0.9963,                      1,                  0.995,                0.88196,                0.53957,                0.27207,                0.93564,             0.00080408,             0.00080408,             0.00080408
                    304,                 0.3267,                0.27878,                0.83375,                0.99618,                      1,                  0.995,                0.88269,                 0.5225,                0.26594,                0.93645,             0.00080012,             0.00080012,             0.00080012
                    305,                0.33814,                0.27644,                0.82475,                0.99608,                      1,                  0.995,                0.89269,                0.50317,                0.25732,                0.93136,             0.00079616,             0.00079616,             0.00079616
                    306,                 0.3074,                0.26996,                 0.8012,                 0.9959,                      1,                  0.995,                0.89066,                0.50337,                0.26072,                0.92632,              0.0007922,              0.0007922,              0.0007922
                    307,                0.36129,                0.29163,                0.83181,                0.99552,                      1,                  0.995,                0.89852,                0.49287,                0.25501,                0.92184,             0.00078824,             0.00078824,             0.00078824
                    308,                0.35082,                0.27583,                0.84413,                0.99517,                      1,                  0.995,                0.89247,                0.48618,                0.24531,                0.92594,             0.00078428,             0.00078428,             0.00078428
                    309,                0.36511,                0.29169,                 0.8353,                0.99505,                      1,                  0.995,                0.89254,                0.48671,                0.24506,                0.92562,             0.00078032,             0.00078032,             0.00078032
                    310,                 0.3649,                 0.2872,                0.83912,                0.99516,                      1,                  0.995,                0.90199,                0.49404,                0.24247,                0.92383,             0.00077636,             0.00077636,             0.00077636
                    311,                0.37928,                0.29284,                0.85058,                0.99547,                      1,                  0.995,                0.88987,                0.49929,                0.25304,                0.92518,              0.0007724,              0.0007724,              0.0007724
                    312,                0.35062,                0.27345,                0.81657,                0.99573,                      1,                  0.995,                0.89766,                0.50183,                0.25977,                0.92336,             0.00076844,             0.00076844,             0.00076844
                    313,                0.32544,                0.26495,                0.83334,                0.99612,                      1,                  0.995,                0.88837,                0.51063,                0.26176,                0.92643,             0.00076448,             0.00076448,             0.00076448
                    314,                0.33008,                0.25838,                0.83114,                0.99624,                      1,                  0.995,                0.90885,                 0.5146,                0.26042,                 0.9322,             0.00076052,             0.00076052,             0.00076052
                    315,                0.32207,                0.26801,                0.83207,                0.99628,                      1,                  0.995,                0.89837,                0.52303,                0.25358,                0.93587,             0.00075656,             0.00075656,             0.00075656
                    316,                0.33319,                0.26678,                0.82278,                0.99636,                      1,                  0.995,                0.89077,                0.53326,                0.25572,                0.93634,              0.0007526,              0.0007526,              0.0007526
                    317,                0.34512,                0.26872,                0.81179,                0.99654,                      1,                  0.995,                0.89665,                0.53162,                0.25996,                0.93845,             0.00074864,             0.00074864,             0.00074864
                    318,                0.35395,                0.27152,                0.83636,                0.99652,                      1,                  0.995,                0.89324,                0.52716,                0.26637,                0.93459,             0.00074468,             0.00074468,             0.00074468
                    319,                0.34276,                0.26377,                 0.8242,                0.99657,                      1,                  0.995,                0.91539,                 0.5198,                0.26779,                0.92727,             0.00074072,             0.00074072,             0.00074072
